State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Annual_Rainfall_mm,Yield
Andhra Pradesh,ANDH_D2,2010,Autumn,Rice,779.3,1975.5,992.6,2.535
Andhra Pradesh,ANDH_D2,2010,Kharif,Soyabean,568.9,466.7,992.6,0.82
Andhra Pradesh,ANDH_D2,2010,Whole Year,Sugarcane,352.9,20337.2,992.6,57.629
Andhra Pradesh,ANDH_D2,2011,Kharif,Cotton(Lint),428.9,302.8,1049.5,0.706
Andhra Pradesh,ANDH_D2,2011,Rabi,Groundnut,625.1,719.4,1049.5,1.151
Andhra Pradesh,ANDH_D2,2011,Autumn,Rice,1035.7,3588.8,1049.5,3.465
Andhra Pradesh,ANDH_D2,2011,Whole Year,Sugarcane,363.5,25190.4,1049.5,69.3
Andhra Pradesh,ANDH_D2,2012,Kharif,Cotton(Lint),730,321.4,734,0.44
Andhra Pradesh,ANDH_D2,2012,Rabi,Groundnut,784,1237.1,734,1.578
Andhra Pradesh,ANDH_D2,2012,Kharif,Jowar,1458.5,976.1,734,0.669
Andhra Pradesh,ANDH_D2,2012,Kharif,Soyabean,699.3,756.3,734,1.082
Andhra Pradesh,ANDH_D2,2012,Whole Year,Sugarcane,127.4,9013.3,734,70.748
Andhra Pradesh,ANDH_D2,2013,Kharif,Arhar/Tur,1203.8,763.5,1050.2,0.634
Andhra Pradesh,ANDH_D2,2013,Kharif,Bajra,120.4,111.6,1050.2,0.927
Andhra Pradesh,ANDH_D2,2013,Kharif,Cotton(Lint),101.8,38.3,1050.2,0.376
Andhra Pradesh,ANDH_D2,2013,Kharif,Jowar,1006.5,1405.9,1050.2,1.397
Andhra Pradesh,ANDH_D2,2014,Kharif,Groundnut,709,1015.5,1040.6,1.432
Andhra Pradesh,ANDH_D2,2014,Kharif,Jowar,1633.7,2578.3,1040.6,1.578
Andhra Pradesh,ANDH_D2,2014,Kharif,Soyabean,1455.4,1851.6,1040.6,1.272
Andhra Pradesh,ANDH_D2,2015,Rabi,Groundnut,432.7,684.7,949.8,1.582
Andhra Pradesh,ANDH_D2,2015,Kharif,Jowar,164.7,248,949.8,1.506
Andhra Pradesh,ANDH_D2,2015,Rabi,Maize,586.6,1392.7,949.8,2.374
Andhra Pradesh,ANDH_D2,2015,Kharif,Soyabean,730.3,593.7,949.8,0.813
Andhra Pradesh,ANDH_D2,2015,Rabi,Wheat,618,1848.3,949.8,2.991
Andhra Pradesh,ANDH_D3,2005,Kharif,Cotton(Lint),836.3,343.7,883.5,0.411
Andhra Pradesh,ANDH_D3,2005,Kharif,Soyabean,1002.5,946.4,883.5,0.944
Andhra Pradesh,ANDH_D3,2005,Rabi,Wheat,140.1,298.9,883.5,2.133
Andhra Pradesh,ANDH_D3,2006,Kharif,Bajra,823.1,929.6,1148.6,1.129
Andhra Pradesh,ANDH_D3,2006,Rabi,Maize,422.6,1265.6,1148.6,2.995
Andhra Pradesh,ANDH_D3,2006,Autumn,Rice,869.7,2526.3,1148.6,2.905
Andhra Pradesh,ANDH_D3,2006,Kharif,Soyabean,756.8,656.9,1148.6,0.868
Andhra Pradesh,ANDH_D3,2006,Rabi,Wheat,592.5,2092.9,1148.6,3.532
Andhra Pradesh,ANDH_D3,2007,Rabi,Groundnut,593.3,954.2,859.3,1.608
Andhra Pradesh,ANDH_D3,2007,Rabi,Jowar,1546,2329,859.3,1.506
Andhra Pradesh,ANDH_D3,2007,Kharif,Soyabean,686.7,827.9,859.3,1.206
Andhra Pradesh,ANDH_D3,2007,Rabi,Wheat,933.3,3134.2,859.3,3.358
Andhra Pradesh,ANDH_D3,2008,Kharif,Arhar/Tur,866.8,1036.2,1146.8,1.195
Andhra Pradesh,ANDH_D3,2008,Kharif,Cotton(Lint),187.6,101.6,1146.8,0.542
Andhra Pradesh,ANDH_D3,2008,Kharif,Soyabean,339.6,365.6,1146.8,1.077
Andhra Pradesh,ANDH_D3,2008,Rabi,Wheat,223.9,816.6,1146.8,3.647
Andhra Pradesh,ANDH_D3,2009,Kharif,Cotton(Lint),1102.5,465.8,993.1,0.422
Andhra Pradesh,ANDH_D3,2009,Kharif,Maize,966.8,1483.5,993.1,1.534
Andhra Pradesh,ANDH_D3,2010,Kharif,Cotton(Lint),1614.5,662.3,992.6,0.41
Andhra Pradesh,ANDH_D3,2010,Kharif,Groundnut,650.7,786.8,992.6,1.209
Andhra Pradesh,ANDH_D3,2010,Kharif,Maize,1517.4,4694,992.6,3.093
Andhra Pradesh,ANDH_D3,2010,Kharif,Rice,390.9,1410.2,992.6,3.608
Andhra Pradesh,ANDH_D3,2011,Kharif,Bajra,1062.1,1050.6,1049.5,0.989
Andhra Pradesh,ANDH_D3,2011,Kharif,Jowar,776.4,576.5,1049.5,0.743
Andhra Pradesh,ANDH_D3,2011,Whole Year,Sugarcane,828.4,51882.6,1049.5,62.63
Andhra Pradesh,ANDH_D3,2011,Rabi,Wheat,1117.4,3341.4,1049.5,2.99
Andhra Pradesh,ANDH_D3,2012,Kharif,Arhar/Tur,344.2,319,734,0.927
Andhra Pradesh,ANDH_D3,2012,Kharif,Cotton(Lint),335.5,206,734,0.614
Andhra Pradesh,ANDH_D3,2012,Kharif,Groundnut,399.5,680.2,734,1.703
Andhra Pradesh,ANDH_D3,2012,Rabi,Jowar,2558.8,1869.4,734,0.731
Andhra Pradesh,ANDH_D3,2012,Kharif,Soyabean,1054.6,912.8,734,0.866
Andhra Pradesh,ANDH_D3,2013,Kharif,Bajra,464.2,574.3,1050.2,1.237
Andhra Pradesh,ANDH_D3,2013,Rabi,Jowar,1220.3,1818.5,1050.2,1.49
Andhra Pradesh,ANDH_D3,2013,Kharif,Maize,1423,2253.2,1050.2,1.583
Andhra Pradesh,ANDH_D3,2013,Rabi,Wheat,1268.2,3778.5,1050.2,2.979
Andhra Pradesh,ANDH_D3,2014,Kharif,Arhar/Tur,1143.9,1250.7,1040.6,1.093
Andhra Pradesh,ANDH_D3,2014,Kharif,Bajra,489.4,734.4,1040.6,1.501
Andhra Pradesh,ANDH_D3,2014,Rabi,Jowar,187.4,148.5,1040.6,0.792
Andhra Pradesh,ANDH_D3,2014,Autumn,Rice,567.5,1179.5,1040.6,2.078
Andhra Pradesh,ANDH_D3,2014,Rabi,Wheat,450.1,1528,1040.6,3.395
Andhra Pradesh,ANDH_D3,2015,Rabi,Groundnut,1245.4,1840.3,949.8,1.478
Andhra Pradesh,ANDH_D3,2015,Whole Year,Sugarcane,441.4,34214,949.8,77.512
Andhra Pradesh,ANDH_D3,2015,Rabi,Wheat,1051.4,3801.8,949.8,3.616
Andhra Pradesh,ANDH_D4,2005,Kharif,Cotton(Lint),373.2,185.4,883.5,0.497
Andhra Pradesh,ANDH_D4,2005,Kharif,Soyabean,1079.6,1262.7,883.5,1.17
Andhra Pradesh,ANDH_D4,2005,Rabi,Wheat,1850.1,6430.6,883.5,3.476
Andhra Pradesh,ANDH_D4,2006,Kharif,Arhar/Tur,533.7,398.1,1148.6,0.746
Andhra Pradesh,ANDH_D4,2006,Kharif,Cotton(Lint),671.4,436.2,1148.6,0.65
Andhra Pradesh,ANDH_D4,2006,Kharif,Rice,802.3,1838.4,1148.6,2.291
Andhra Pradesh,ANDH_D4,2006,Rabi,Wheat,134.3,358,1148.6,2.666
Andhra Pradesh,ANDH_D4,2007,Kharif,Arhar/Tur,342.1,224.6,859.3,0.657
Andhra Pradesh,ANDH_D4,2007,Kharif,Cotton(Lint),497.2,178.7,859.3,0.359
Andhra Pradesh,ANDH_D4,2007,Kharif,Jowar,1806.5,1468,859.3,0.813
Andhra Pradesh,ANDH_D4,2007,Kharif,Soyabean,1667.8,2034.2,859.3,1.22
Andhra Pradesh,ANDH_D4,2008,Kharif,Arhar/Tur,1147.4,1524,1146.8,1.328
Andhra Pradesh,ANDH_D4,2008,Kharif,Bajra,654.5,1108,1146.8,1.693
Andhra Pradesh,ANDH_D4,2008,Kharif,Maize,947.3,1745.4,1146.8,1.842
Andhra Pradesh,ANDH_D4,2008,Rabi,Wheat,2494.4,8776.6,1146.8,3.519
Andhra Pradesh,ANDH_D4,2009,Kharif,Arhar/Tur,1104.6,821.7,993.1,0.744
Andhra Pradesh,ANDH_D4,2009,Kharif,Maize,1106.3,2937.9,993.1,2.656
Andhra Pradesh,ANDH_D4,2009,Rabi,Wheat,1132.7,2969.7,993.1,2.622
Andhra Pradesh,ANDH_D4,2010,Kharif,Arhar/Tur,788.9,704.7,992.6,0.893
Andhra Pradesh,ANDH_D4,2010,Kharif,Bajra,1374.4,1189.3,992.6,0.865
Andhra Pradesh,ANDH_D4,2010,Kharif,Groundnut,228.5,362.9,992.6,1.588
Andhra Pradesh,ANDH_D4,2010,Rabi,Maize,948.1,2893.5,992.6,3.052
Andhra Pradesh,ANDH_D4,2010,Kharif,Soyabean,166.5,156.8,992.6,0.942
Andhra Pradesh,ANDH_D4,2011,Kharif,Arhar/Tur,252.4,263.5,1049.5,1.044
Andhra Pradesh,ANDH_D4,2011,Rabi,Jowar,2179.2,2064.3,1049.5,0.947
Andhra Pradesh,ANDH_D4,2011,Rabi,Wheat,897.7,2456.4,1049.5,2.736
Andhra Pradesh,ANDH_D4,2012,Rabi,Groundnut,789,913.6,734,1.158
Andhra Pradesh,ANDH_D4,2012,Kharif,Jowar,131.8,86.9,734,0.659
Andhra Pradesh,ANDH_D4,2012,Kharif,Soyabean,2450.6,3572.4,734,1.458
Andhra Pradesh,ANDH_D4,2013,Kharif,Arhar/Tur,651.1,646.7,1050.2,0.993
Andhra Pradesh,ANDH_D4,2013,Kharif,Bajra,515.6,513.4,1050.2,0.996
Andhra Pradesh,ANDH_D4,2013,Kharif,Groundnut,116.2,212.8,1050.2,1.831
Andhra Pradesh,ANDH_D4,2013,Kharif,Rice,94.3,315.1,1050.2,3.341
Andhra Pradesh,ANDH_D4,2013,Rabi,Wheat,1557.1,3536.5,1050.2,2.271
Andhra Pradesh,ANDH_D4,2014,Kharif,Arhar/Tur,1373.8,1627.8,1040.6,1.185
Andhra Pradesh,ANDH_D4,2014,Kharif,Bajra,1136.3,1949.8,1040.6,1.716
Andhra Pradesh,ANDH_D4,2014,Rabi,Maize,1604.6,4495.8,1040.6,2.802
Andhra Pradesh,ANDH_D4,2014,Autumn,Rice,294.6,801.6,1040.6,2.721
Andhra Pradesh,ANDH_D4,2015,Rabi,Groundnut,494.3,747.1,949.8,1.511
Andhra Pradesh,ANDH_D4,2015,Kharif,Jowar,348.1,393.6,949.8,1.131
Andhra Pradesh,ANDH_D4,2015,Kharif,Soyabean,1217.9,986.7,949.8,0.81
Andhra Pradesh,ANDH_D5,2005,Kharif,Arhar/Tur,95,115.7,883.5,1.218
Andhra Pradesh,ANDH_D5,2005,Kharif,Groundnut,1116.5,1556.3,883.5,1.394
Andhra Pradesh,ANDH_D5,2005,Whole Year,Sugarcane,2820.1,162682.3,883.5,57.687
Andhra Pradesh,ANDH_D5,2006,Rabi,Maize,790,1763.9,1148.6,2.233
Andhra Pradesh,ANDH_D5,2006,Autumn,Rice,870.7,2875.6,1148.6,3.303
Andhra Pradesh,ANDH_D5,2006,Kharif,Soyabean,494.3,493.7,1148.6,0.999
Andhra Pradesh,ANDH_D5,2007,Kharif,Arhar/Tur,568.5,485.1,859.3,0.853
Andhra Pradesh,ANDH_D5,2007,Rabi,Jowar,293.8,366.4,859.3,1.247
Andhra Pradesh,ANDH_D5,2007,Rabi,Maize,1374.2,4103.6,859.3,2.986
Andhra Pradesh,ANDH_D5,2007,Kharif,Soyabean,725.4,1099.8,859.3,1.516
Andhra Pradesh,ANDH_D5,2008,Kharif,Arhar/Tur,717.8,523.5,1146.8,0.729
Andhra Pradesh,ANDH_D5,2008,Rabi,Groundnut,645.8,923.7,1146.8,1.43
Andhra Pradesh,ANDH_D5,2008,Whole Year,Sugarcane,972.3,64631.1,1146.8,66.472
Andhra Pradesh,ANDH_D5,2009,Kharif,Cotton(Lint),163.8,114.1,993.1,0.697
Andhra Pradesh,ANDH_D5,2009,Autumn,Rice,746,2548.9,993.1,3.417
Andhra Pradesh,ANDH_D5,2009,Kharif,Soyabean,518.8,809.2,993.1,1.56
Andhra Pradesh,ANDH_D5,2010,Kharif,Arhar/Tur,335.1,224.1,992.6,0.669
Andhra Pradesh,ANDH_D5,2010,Kharif,Groundnut,848.4,1001.9,992.6,1.181
Andhra Pradesh,ANDH_D5,2010,Kharif,Soyabean,446.2,405.1,992.6,0.908
Andhra Pradesh,ANDH_D5,2010,Rabi,Wheat,199.2,546.2,992.6,2.742
Andhra Pradesh,ANDH_D5,2011,Kharif,Cotton(Lint),274.8,131,1049.5,0.477
Andhra Pradesh,ANDH_D5,2011,Rabi,Jowar,943.9,1148.6,1049.5,1.217
Andhra Pradesh,ANDH_D5,2011,Rabi,Maize,1396.1,2599.2,1049.5,1.862
Andhra Pradesh,ANDH_D5,2012,Kharif,Arhar/Tur,340.9,195.2,734,0.573
Andhra Pradesh,ANDH_D5,2012,Kharif,Cotton(Lint),927.4,493.2,734,0.532
Andhra Pradesh,ANDH_D5,2012,Rabi,Jowar,185.9,250,734,1.345
Andhra Pradesh,ANDH_D5,2012,Rabi,Maize,982.7,2536.2,734,2.581
Andhra Pradesh,ANDH_D5,2012,Whole Year,Sugarcane,554.1,37144.1,734,67.035
Andhra Pradesh,ANDH_D5,2013,Kharif,Groundnut,1001.2,1121.9,1050.2,1.121
Andhra Pradesh,ANDH_D5,2013,Rabi,Jowar,509.3,826.5,1050.2,1.623
Andhra Pradesh,ANDH_D5,2013,Rabi,Maize,1789.4,3807.1,1050.2,2.128
Andhra Pradesh,ANDH_D5,2013,Autumn,Rice,527.9,1400.8,1050.2,2.654
Andhra Pradesh,ANDH_D5,2013,Kharif,Soyabean,1322,1090.9,1050.2,0.825
Andhra Pradesh,ANDH_D5,2014,Kharif,Arhar/Tur,1167.8,1503.5,1040.6,1.287
Andhra Pradesh,ANDH_D5,2014,Kharif,Jowar,870.3,1237.1,1040.6,1.421
Andhra Pradesh,ANDH_D5,2015,Kharif,Arhar/Tur,925.3,1149,949.8,1.242
Andhra Pradesh,ANDH_D5,2015,Kharif,Bajra,1051.4,961.3,949.8,0.914
Andhra Pradesh,ANDH_D5,2015,Kharif,Cotton(Lint),173.8,99.1,949.8,0.57
Andhra Pradesh,ANDH_D5,2015,Kharif,Soyabean,200.8,207.3,949.8,1.032
Andhra Pradesh,ANDH_D5,2015,Whole Year,Sugarcane,1113,87304.5,949.8,78.441
Assam,ASSA_D1,2005,Kharif,Maize,751.1,1613.2,1692.4,2.148
Assam,ASSA_D1,2005,Kharif,Soyabean,648.5,545.5,1692.4,0.841
Assam,ASSA_D1,2005,Rabi,Wheat,1631.3,5661.6,1692.4,3.471
Assam,ASSA_D1,2006,Kharif,Arhar/Tur,748,516.7,2357.8,0.691
Assam,ASSA_D1,2006,Kharif,Maize,194.5,451.5,2357.8,2.321
Assam,ASSA_D1,2006,Autumn,Rice,1646.1,4417.7,2357.8,2.684
Assam,ASSA_D1,2007,Kharif,Bajra,1058.6,910,2355.6,0.86
Assam,ASSA_D1,2007,Kharif,Groundnut,1496.3,1993.1,2355.6,1.332
Assam,ASSA_D1,2007,Rabi,Jowar,367.3,419.9,2355.6,1.143
Assam,ASSA_D1,2007,Autumn,Rice,758.1,2145,2355.6,2.829
Assam,ASSA_D1,2008,Kharif,Arhar/Tur,647.4,559.5,2128.4,0.864
Assam,ASSA_D1,2008,Kharif,Jowar,933.1,1134.7,2128.4,1.216
Assam,ASSA_D1,2008,Whole Year,Sugarcane,754.5,52996,2128.4,70.24
Assam,ASSA_D1,2009,Kharif,Bajra,245.2,356.1,2165.6,1.452
Assam,ASSA_D1,2009,Kharif,Cotton(Lint),1029,632.8,2165.6,0.615
Assam,ASSA_D1,2009,Rabi,Maize,781.4,1928.8,2165.6,2.468
Assam,ASSA_D1,2009,Kharif,Soyabean,508.8,418.2,2165.6,0.822
Assam,ASSA_D1,2010,Kharif,Cotton(Lint),774.5,380.1,2473,0.491
Assam,ASSA_D1,2010,Rabi,Jowar,1230.9,1668.2,2473,1.355
Assam,ASSA_D1,2010,Kharif,Maize,1606.9,4988.6,2473,3.104
Assam,ASSA_D1,2010,Whole Year,Sugarcane,219.8,18064.3,2473,82.185
Assam,ASSA_D1,2011,Kharif,Bajra,527.2,542.7,2243.6,1.029
Assam,ASSA_D1,2011,Rabi,Jowar,717.4,732.6,2243.6,1.021
Assam,ASSA_D1,2011,Whole Year,Sugarcane,242.1,17924.5,2243.6,74.038
Assam,ASSA_D1,2012,Kharif,Arhar/Tur,1311.3,926,2205.2,0.706
Assam,ASSA_D1,2012,Kharif,Bajra,1502.8,2541.5,2205.2,1.691
Assam,ASSA_D1,2012,Rabi,Maize,202.1,559.7,2205.2,2.769
Assam,ASSA_D1,2012,Kharif,Soyabean,1077.2,930.8,2205.2,0.864
Assam,ASSA_D1,2012,Rabi,Wheat,332.6,745.2,2205.2,2.241
Assam,ASSA_D1,2013,Kharif,Bajra,233.2,265.3,2113.9,1.138
Assam,ASSA_D1,2013,Kharif,Maize,50,94.7,2113.9,1.894
Assam,ASSA_D1,2013,Kharif,Soyabean,1613.6,2440.9,2113.9,1.513
Assam,ASSA_D1,2013,Whole Year,Sugarcane,438.5,27293.5,2113.9,62.243
Assam,ASSA_D1,2014,Kharif,Arhar/Tur,1309.7,1015.4,1863.1,0.775
Assam,ASSA_D1,2014,Kharif,Bajra,475.9,545.8,1863.1,1.147
Assam,ASSA_D1,2014,Rabi,Groundnut,617.7,542,1863.1,0.877
Assam,ASSA_D1,2014,Rabi,Jowar,331.9,282.2,1863.1,0.85
Assam,ASSA_D1,2014,Autumn,Rice,908.3,2890.6,1863.1,3.182
Assam,ASSA_D1,2015,Kharif,Arhar/Tur,401,388.6,1641.6,0.969
Assam,ASSA_D1,2015,Kharif,Rice,2163.2,4950.5,1641.6,2.289
Assam,ASSA_D2,2005,Kharif,Arhar/Tur,217.6,149.3,1692.4,0.686
Assam,ASSA_D2,2005,Kharif,Bajra,418.1,338.6,1692.4,0.81
Assam,ASSA_D2,2005,Rabi,Groundnut,949.4,1075.4,1692.4,1.133
Assam,ASSA_D2,2005,Rabi,Jowar,565.6,604.6,1692.4,1.069
Assam,ASSA_D2,2005,Rabi,Maize,1724.4,2692.6,1692.4,1.561
Assam,ASSA_D2,2006,Kharif,Bajra,301.9,317.8,2357.8,1.053
Assam,ASSA_D2,2006,Rabi,Jowar,1411.3,1082.1,2357.8,0.767
Assam,ASSA_D2,2006,Kharif,Soyabean,800.9,953.2,2357.8,1.19
Assam,ASSA_D2,2007,Kharif,Arhar/Tur,342.7,440.8,2355.6,1.286
Assam,ASSA_D2,2007,Kharif,Maize,1168.7,2090.6,2355.6,1.789
Assam,ASSA_D2,2007,Kharif,Rice,170.5,603,2355.6,3.537
Assam,ASSA_D2,2008,Kharif,Arhar/Tur,369.3,471.3,2128.4,1.276
Assam,ASSA_D2,2008,Kharif,Bajra,852.9,893,2128.4,1.047
Assam,ASSA_D2,2008,Kharif,Cotton(Lint),400,268.3,2128.4,0.671
Assam,ASSA_D2,2008,Kharif,Maize,861.2,2115.3,2128.4,2.456
Assam,ASSA_D2,2008,Autumn,Rice,103.9,349.2,2128.4,3.361
Assam,ASSA_D2,2009,Kharif,Maize,407.6,912,2165.6,2.237
Assam,ASSA_D2,2009,Autumn,Rice,543.9,1908.9,2165.6,3.51
Assam,ASSA_D2,2009,Rabi,Wheat,640.5,2325.7,2165.6,3.631
Assam,ASSA_D2,2010,Kharif,Arhar/Tur,1045.1,989.1,2473,0.946
Assam,ASSA_D2,2010,Kharif,Cotton(Lint),1725.1,821.5,2473,0.476
Assam,ASSA_D2,2010,Kharif,Maize,256.2,446.5,2473,1.743
Assam,ASSA_D2,2010,Whole Year,Sugarcane,711.1,53458.7,2473,75.177
Assam,ASSA_D2,2011,Kharif,Cotton(Lint),1360.5,753.5,2243.6,0.554
Assam,ASSA_D2,2011,Kharif,Jowar,2432.6,2828,2243.6,1.163
Assam,ASSA_D2,2011,Rabi,Maize,2652.6,7727.9,2243.6,2.913
Assam,ASSA_D2,2011,Kharif,Soyabean,648.2,572.6,2243.6,0.883
Assam,ASSA_D2,2011,Whole Year,Sugarcane,986.4,63267.3,2243.6,64.14
Assam,ASSA_D2,2012,Kharif,Bajra,405,512.5,2205.2,1.265
Assam,ASSA_D2,2012,Kharif,Groundnut,317.3,330.3,2205.2,1.041
Assam,ASSA_D2,2012,Autumn,Rice,1812,5487.5,2205.2,3.028
Assam,ASSA_D2,2012,Whole Year,Sugarcane,637.9,44711.5,2205.2,70.092
Assam,ASSA_D2,2013,Kharif,Maize,1532.2,3213.8,2113.9,2.098
Assam,ASSA_D2,2013,Whole Year,Sugarcane,413.6,29517.8,2113.9,71.368
Assam,ASSA_D2,2013,Rabi,Wheat,156.9,452.5,2113.9,2.884
Assam,ASSA_D2,2014,Kharif,Arhar/Tur,1099.2,889.2,1863.1,0.809
Assam,ASSA_D2,2014,Kharif,Cotton(Lint),1579.1,820.2,1863.1,0.519
Assam,ASSA_D2,2014,Autumn,Rice,234.3,463.5,1863.1,1.978
Assam,ASSA_D2,2015,Kharif,Bajra,860.5,717.2,1641.6,0.833
Assam,ASSA_D2,2015,Kharif,Cotton(Lint),1138.7,368.7,1641.6,0.324
Assam,ASSA_D2,2015,Whole Year,Sugarcane,2068.8,154557,1641.6,74.709
Assam,ASSA_D3,2005,Kharif,Bajra,622.3,655.8,1692.4,1.054
Assam,ASSA_D3,2005,Kharif,Cotton(Lint),319.4,118.6,1692.4,0.371
Assam,ASSA_D3,2005,Whole Year,Sugarcane,1204.1,70440.7,1692.4,58.501
Assam,ASSA_D3,2006,Kharif,Bajra,1871.6,1929.6,2357.8,1.031
Assam,ASSA_D3,2006,Kharif,Cotton(Lint),205.1,112.8,2357.8,0.55
Assam,ASSA_D3,2006,Whole Year,Sugarcane,947.8,58256.6,2357.8,61.465
Assam,ASSA_D3,2006,Rabi,Wheat,590.5,2067.1,2357.8,3.501
